"34185586034081792","15588996117692422","DEPOSIT","500","","2017/7/27 00:44:24","10019"
"34185586034081793","15581694673289216","DEPOSIT","500","","2017/7/27 00:44:24","10022"
"34185586034081794","15588704059916294","DEPOSIT","500","","2017/7/27 00:44:24","10027"
"34185603213950976","15579495650033673","DEPOSIT","500","","2017/7/27 00:44:24","10034"
"34185603213950977","15583721897852934","DEPOSIT","500","","2017/7/27 00:44:24","10037"
"34185603213950978","15585646043201545","DEPOSIT","500","","2017/7/27 00:44:24","10037"
"34185603213950979","15592535170744323","DEPOSIT","500","","2017/7/27 00:44:25","10040"
"34185603213950980","15592535170744326","DEPOSIT","500","","2017/7/27 00:44:25","10040"
"34185603213950981","15582983163478023","DEPOSIT","500","","2017/7/27 00:44:25","10048"
"34185620393820160","15581608773943303","DEPOSIT","500","","2017/7/27 00:44:25","10052"
"34185620393820161","15581436975251458","DEPOSIT","500","","2017/7/27 00:44:25","10056"
"34185620393820162","15582347508318214","DEPOSIT","500","","2017/7/27 00:44:25","10058"
"34185620393820163","15582347508318215","DEPOSIT","500","","2017/7/27 00:44:25","10058"
"34185620393820164","15588549441093639","DEPOSIT","500","","2017/7/27 00:44:26","10058"
"34185620393820165","15593239545380865","DEPOSIT","500","","2017/7/27 00:44:26","10058"
"34185620393820166","15588996117692426","DEPOSIT","500","","2017/7/27 00:44:26","10066"
"34185620393820167","15583498559553539","DEPOSIT","500","","2017/7/27 00:44:26","10066"
"34185637573689344","15585731942547464","DEPOSIT","500","","2017/7/27 00:44:26","10066"
"34185637573689345","15588927398215684","DEPOSIT","500","","2017/7/27 00:44:26","10066"
"34185637573689346","15585560143855621","DEPOSIT","500","","2017/7/27 00:44:26","10066"
"34185637573689347","15585371165294592","DEPOSIT","500","","2017/7/27 00:44:27","10066"
"34185637573689348","15589769211805702","DEPOSIT","500","","2017/7/27 00:44:27","10066"
"34185637573689349","15584340373143552","DEPOSIT","500","","2017/7/27 00:44:27","10066"
"34185637573689350","15583292401123328","DEPOSIT","500","","2017/7/27 00:44:27","10066"
"34185654753558528","15590903083171849","DEPOSIT","500","","2017/7/27 00:44:27","10066"
"34185654753558529","15583584458899467","DEPOSIT","500","","2017/7/27 00:44:27","10090"
"34185654753558530","15581110557736969","DEPOSIT","500","","2017/7/27 00:44:27","10090"
"34185654753558531","15586608115875847","DEPOSIT","500","","2017/7/27 00:44:28","10092"
"34185654753558532","15580681061007361","DEPOSIT","500","","2017/7/27 00:44:28","10099"
"34185654753558533","15585113467256839","DEPOSIT","500","","2017/7/27 00:44:28","10100"
"34185654753558534","15584512171835401","DEPOSIT","500","","2017/7/27 00:44:28","10100"
"34185671933427712","15581179277213699","DEPOSIT","500","","2017/7/27 00:44:28","10100"
"34185671933427713","15585663223070721","DEPOSIT","500","","2017/7/27 00:44:28","10103"
"34185671933427714","15586608115875849","DEPOSIT","500","","2017/7/27 00:44:28","10105"
"34185671933427715","15581436975251461","DEPOSIT","500","","2017/7/27 00:44:28","10116"
"34185671933427716","15587501469073411","DEPOSIT","500","","2017/7/27 00:44:29","10116"
"34185671933427717","15581436975251457","DEPOSIT","500","","2017/7/27 00:44:29","10116"
"34185671933427718","15589425614422020","DEPOSIT","3680","","2017/8/29 01:26:54","10116"
"34185689113296896","15580681061007365","DEPOSIT","500","","2017/7/27 00:44:29","10117"
"34185689113296897","15591349759770629","DEPOSIT","500","","2017/7/27 00:44:29","10140"
"34185689113296898","15581333896036357","DEPOSIT","500","","2017/7/27 00:44:29","10156"
"34185689113296899","15588240203448325","DEPOSIT","500","","2017/7/27 00:44:29","10158"
